2 1.5337636783701
3 1.49218272548482
4 1.4990257560852
5 1.50099510856259
6 1.4895923246807
7 1.51412150853985
8 1.54197512280591
9 1.49567297766656
10 1.5005496587489
11 1.52259204042497
12 1.52779084960286
13 1.5012822242737
14 1.51870011731477
15 1.52074407042671
16 1.49844795222506
17 1.52913146694275
18 1.51093198599556
19 1.59793278265126
20 1.63860569686779
21 1.58179165421496
22 1.714340031609
23 1.88181537861754
24 2.30771294044962
25 3.1053696494364
26 4.90809681976631
27 8.42478746349551
28 15.9634159475402
